"_raw",index,host,source,sourcetype
"127.0.0.1 - admin [16/Jan/2017:19:37:40.238 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667191 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:40.255 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667192 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:42.238 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667193 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:44.239 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667194 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 12ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:44.261 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667195 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 11ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:46.239 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667196 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 8ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:46.255 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667197 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:48.239 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667198 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 8ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:50.241 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667199 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 7ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:50.256 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667200 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 8ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:52.239 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667201 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 8ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:52.253 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667202 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:54.238 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667203 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:56.238 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667204 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 10ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:56.254 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667205 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:58.238 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667206 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:37:58.254 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667207 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 8ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:00.238 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667208 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 8ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:02.239 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667209 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 8ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:02.255 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667210 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:04.238 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667211 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:04.254 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667212 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 11ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:06.239 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667213 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 8ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:08.238 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667214 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 8ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:08.253 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667215 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 12ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:10.239 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667216 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 12ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:10.257 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667217 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:12.238 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667218 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 8ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:14.239 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667219 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 8ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:14.255 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667220 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 10ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:16.238 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667221 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 9ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:16.254 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs/rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22/results_preview?output_mode=json_cols&show_metadata=true&show_empty_fields=True&offset=0&count=10000&_=1484610667222 HTTP/1.1"" 200 149 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 10ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
"127.0.0.1 - admin [16/Jan/2017:19:38:18.239 -0800] ""GET /en-US/splunkd/__raw/services/search/jobs?output_mode=json&id=rt_admin__admin_c3BsdW5rdGVsX2RlbW8__search3_rt_1484610657.22&count=1&_=1484610667223 HTTP/1.1"" 200 7454 ""http://localhost:8000/en-US/app/splunktel_demo/download_dashboard"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"" - 5d767d38b5e765da98ddd5400bcffe88 10ms","_internal","csharp-x1c","C:\Splunk\var\log\splunk\splunkd_ui_access.log","splunkd_ui_access"
